episode_id,source,modality,prompt_condition,condition,model,hmm_group,length,human_hmm_mean_loglik_per_step,trace_str
human__k1-j44bm5u5_sim1.pkl,human,human,human,human,human,human,72,-1.413547398903634,increase_wavelength -> decrease_wavelength -> increase_wavelength -> increase_wavelength -> increase_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> decrease_wavelength -> increase_wavelength -> increase_wavelength -> increase_wavelength -> increase_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> increase_concentration -> increase_concentration -> increase_concentration -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> decrease_wavelength -> increase_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> increase_concentration -> decrease_concentration -> decrease_concentration -> increase_concentration -> increase_wavelength -> decrease_wavelength -> increase_concentration -> decrease_concentration -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> increase_concentration -> decrease_concentration -> increase_concentration -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> increase_concentration -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> decrease_concentration -> increase_wavelength -> increase_path_length -> decrease_path_length -> increase_path_length -> increase_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> increase_concentration -> increase_concentration -> decrease_concentration -> decrease_concentration -> finish
human__k1-jxxtsxb4_sim1.pkl,human,human,human,human,human,human,40,-1.4739045646000604,increase_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> decrease_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> decrease_wavelength -> increase_concentration -> decrease_concentration -> decrease_concentration -> decrease_concentration -> decrease_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> increase_path_length -> decrease_path_length -> increase_path_length -> decrease_path_length -> decrease_path_length -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> decrease_wavelength -> increase_concentration -> increase_concentration -> increase_path_length -> decrease_concentration -> decrease_concentration -> decrease_path_length -> decrease_path_length -> finish
human__k1-k2ejoroe_sim1.pkl,human,human,human,human,human,human,47,-2.1077389662294546,increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> increase_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_concentration -> decrease_concentration -> increase_concentration -> increase_wavelength -> decrease_wavelength -> decrease_wavelength -> decrease_path_length -> increase_path_length -> decrease_path_length -> increase_wavelength -> decrease_wavelength -> decrease_path_length -> decrease_wavelength -> increase_concentration -> increase_path_length -> decrease_wavelength -> decrease_concentration -> decrease_concentration -> decrease_path_length -> decrease_wavelength -> decrease_path_length -> increase_wavelength -> increase_path_length -> increase_wavelength -> increase_wavelength -> decrease_path_length -> decrease_concentration -> increase_concentration -> increase_path_length -> decrease_wavelength -> increase_path_length -> finish
human__k1-kewr99xr_sim1.pkl,human,human,human,human,human,human,74,-1.210289503648473,increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> increase_wavelength -> increase_wavelength -> decrease_wavelength -> increase_path_length -> decrease_path_length -> increase_path_length -> decrease_path_length -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> increase_wavelength -> decrease_wavelength -> decrease_wavelength -> increase_path_length -> decrease_path_length -> increase_path_length -> decrease_path_length -> increase_path_length -> decrease_path_length -> increase_path_length -> decrease_path_length -> increase_path_length -> decrease_path_length -> increase_path_length -> decrease_path_length -> increase_path_length -> increase_path_length -> decrease_path_length -> increase_path_length -> increase_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> increase_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> decrease_wavelength -> increase_wavelength -> increase_concentration -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> finish
human__k1-khkmskrb_sim1.pkl,human,human,human,human,human,human,94,-1.418374539034546,decrease_concentration -> increase_concentration -> increase_concentration -> increase_concentration -> increase_concentration -> increase_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> increase_concentration -> increase_concentration -> increase_concentration -> increase_concentration -> increase_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> increase_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> increase_path_length -> decrease_path_length -> decrease_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_path_length -> decrease_path_length -> increase_path_length -> increase_path_length -> increase_path_length -> decrease_path_length -> increase_path_length -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_concentration -> decrease_wavelength -> increase_wavelength -> increase_concentration -> decrease_concentration -> increase_concentration -> decrease_path_length -> increase_wavelength -> increase_concentration -> decrease_concentration -> decrease_wavelength -> decrease_wavelength -> increase_wavelength -> increase_concentration -> decrease_wavelength -> decrease_wavelength -> increase_wavelength -> increase_wavelength -> decrease_wavelength -> decrease_wavelength -> increase_concentration -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_concentration -> increase_concentration -> decrease_wavelength -> increase_wavelength -> increase_concentration -> decrease_wavelength -> decrease_concentration -> decrease_wavelength -> decrease_wavelength -> decrease_wavelength -> decrease_path_length -> increase_path_length -> increase_path_length -> increase_path_length -> finish
human__k1-koxiis8d_sim1.pkl,human,human,human,human,human,human,128,-1.0512531347120249,increase_path_length -> decrease_path_length -> increase_path_length -> decrease_path_length -> increase_path_length -> decrease_path_length -> increase_path_length -> decrease_path_length -> increase_path_length -> increase_path_length -> decrease_path_length -> increase_path_length -> decrease_path_length -> increase_path_length -> decrease_path_length -> increase_path_length -> decrease_path_length -> increase_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> increase_wavelength -> increase_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> increase_concentration -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> increase_wavelength -> increase_wavelength -> increase_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> increase_wavelength -> decrease_wavelength -> decrease_wavelength -> decrease_wavelength -> decrease_wavelength -> decrease_wavelength -> increase_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> decrease_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> decrease_wavelength -> increase_concentration -> increase_concentration -> increase_concentration -> decrease_concentration -> increase_path_length -> decrease_path_length -> increase_path_length -> decrease_path_length -> decrease_path_length -> increase_path_length -> decrease_path_length -> increase_path_length -> decrease_wavelength -> increase_wavelength -> increase_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> increase_wavelength -> increase_wavelength -> increase_wavelength -> increase_wavelength -> increase_wavelength -> increase_wavelength -> increase_wavelength -> decrease_wavelength -> decrease_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> decrease_wavelength -> decrease_wavelength -> increase_wavelength -> increase_concentration -> finish
human__k1-n7d48xur_sim1.pkl,human,human,human,human,human,human,40,-2.10280082756286,increase_path_length -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> increase_concentration -> increase_concentration -> increase_wavelength -> decrease_wavelength -> increase_path_length -> decrease_path_length -> increase_path_length -> decrease_wavelength -> decrease_wavelength -> increase_concentration -> increase_concentration -> decrease_path_length -> decrease_concentration -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> decrease_path_length -> decrease_path_length -> increase_path_length -> decrease_wavelength -> increase_wavelength -> increase_wavelength -> decrease_wavelength -> decrease_wavelength -> decrease_concentration -> decrease_path_length -> increase_concentration -> increase_concentration -> increase_path_length -> decrease_concentration -> increase_path_length -> decrease_concentration -> decrease_path_length -> decrease_path_length -> finish
human__k1-nyupgx4w_sim1.pkl,human,human,human,human,human,human,71,-1.185304884792665,increase_wavelength -> decrease_wavelength -> increase_path_length -> decrease_path_length -> increase_path_length -> increase_path_length -> decrease_path_length -> increase_path_length -> decrease_path_length -> increase_path_length -> decrease_path_length -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> increase_wavelength -> decrease_wavelength -> decrease_wavelength -> increase_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> increase_wavelength -> decrease_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> increase_wavelength -> increase_concentration -> decrease_concentration -> increase_concentration -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> decrease_concentration -> decrease_concentration -> increase_wavelength -> increase_wavelength -> decrease_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> decrease_wavelength -> decrease_wavelength -> decrease_path_length -> increase_path_length -> decrease_path_length -> increase_path_length -> increase_path_length -> decrease_path_length -> increase_path_length -> decrease_path_length -> increase_path_length -> decrease_path_length -> increase_path_length -> finish
human__k1-o65rmutz_sim1.pkl,human,human,human,human,human,human,66,-0.9216598762328223,increase_wavelength -> increase_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> decrease_wavelength -> decrease_wavelength -> decrease_wavelength -> decrease_wavelength -> decrease_wavelength -> decrease_wavelength -> increase_wavelength -> increase_wavelength -> decrease_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> increase_wavelength -> decrease_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> increase_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> increase_concentration -> increase_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> increase_concentration -> increase_concentration -> increase_concentration -> increase_concentration -> increase_concentration -> increase_concentration -> increase_concentration -> increase_concentration -> increase_concentration -> increase_concentration -> increase_concentration -> finish
human__k1-o9wjcmsf_sim1.pkl,human,human,human,human,human,human,48,-1.2274287379223938,increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> increase_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> increase_concentration -> increase_concentration -> increase_concentration -> increase_concentration -> increase_concentration -> increase_concentration -> decrease_concentration -> decrease_wavelength -> decrease_concentration -> increase_concentration -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> increase_wavelength -> increase_wavelength -> decrease_wavelength -> increase_path_length -> decrease_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> increase_concentration -> decrease_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> finish
human__k1-oas8g9fo_sim1.pkl,human,human,human,human,human,human,63,-0.9017637317302182,increase_concentration -> decrease_concentration -> increase_concentration -> increase_concentration -> increase_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> decrease_concentration -> increase_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> increase_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> decrease_concentration -> increase_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> increase_concentration -> increase_concentration -> increase_concentration -> increase_concentration -> increase_concentration -> decrease_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> decrease_concentration -> increase_concentration -> increase_concentration -> increase_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> finish
human__k1-oc7xo23m_sim1.pkl,human,human,human,human,human,human,42,-1.123179480986204,decrease_path_length -> increase_path_length -> decrease_path_length -> increase_path_length -> decrease_path_length -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> decrease_wavelength -> decrease_wavelength -> decrease_concentration -> increase_concentration -> increase_concentration -> decrease_concentration -> decrease_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> decrease_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> finish
human__k1-oe26stt9_sim1.pkl,human,human,human,human,human,human,64,-1.2750660022700586,increase_path_length -> decrease_path_length -> increase_path_length -> increase_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> decrease_path_length -> increase_concentration -> increase_path_length -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> decrease_wavelength -> increase_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> increase_path_length -> decrease_path_length -> increase_path_length -> decrease_concentration -> increase_concentration -> decrease_path_length -> increase_path_length -> decrease_path_length -> increase_path_length -> decrease_path_length -> increase_path_length -> decrease_path_length -> increase_path_length -> decrease_path_length -> increase_path_length -> increase_concentration -> finish
human__k1-og9iomhk_sim1.pkl,human,human,human,human,human,human,141,-1.3832905548810903,increase_wavelength -> decrease_wavelength -> increase_wavelength -> increase_wavelength -> increase_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> decrease_wavelength -> increase_wavelength -> increase_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_concentration -> increase_concentration -> decrease_concentration -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> increase_wavelength -> increase_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> decrease_wavelength -> increase_wavelength -> decrease_concentration -> increase_concentration -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> decrease_concentration -> increase_concentration -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> decrease_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_concentration -> increase_concentration -> increase_wavelength -> decrease_wavelength -> decrease_concentration -> increase_concentration -> increase_wavelength -> increase_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> decrease_wavelength -> decrease_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> decrease_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_concentration -> increase_concentration -> increase_wavelength -> increase_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_concentration -> increase_wavelength -> increase_wavelength -> decrease_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> decrease_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> decrease_concentration -> increase_concentration -> increase_concentration -> increase_concentration -> decrease_concentration -> decrease_concentration -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> decrease_concentration -> decrease_concentration -> increase_concentration -> decrease_path_length -> increase_path_length -> increase_path_length -> decrease_path_length -> increase_path_length -> increase_path_length -> increase_path_length -> increase_wavelength -> decrease_path_length -> increase_concentration -> decrease_concentration -> increase_concentration -> increase_concentration -> increase_path_length -> decrease_path_length -> decrease_path_length -> increase_path_length -> decrease_path_length -> decrease_path_length -> increase_concentration -> decrease_concentration -> increase_concentration -> increase_path_length -> decrease_path_length -> increase_path_length -> finish
human__k1-oty69e6s_sim1.pkl,human,human,human,human,human,human,65,-1.3403462699723336,increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_concentration -> decrease_concentration -> increase_concentration -> decrease_wavelength -> decrease_wavelength -> increase_wavelength -> increase_concentration -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> decrease_wavelength -> decrease_concentration -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_concentration -> decrease_concentration -> increase_concentration -> increase_concentration -> decrease_concentration -> decrease_concentration -> increase_wavelength -> decrease_wavelength -> decrease_wavelength -> decrease_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> decrease_wavelength -> increase_wavelength -> increase_wavelength -> increase_path_length -> decrease_path_length -> decrease_path_length -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> increase_wavelength -> increase_wavelength -> decrease_wavelength -> increase_concentration -> increase_concentration -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> increase_wavelength -> finish
human__k1-p9dyozie_sim1.pkl,human,human,human,human,human,human,39,-1.6749595926233236,increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_concentration -> increase_concentration -> decrease_path_length -> increase_path_length -> decrease_path_length -> increase_path_length -> increase_path_length -> decrease_path_length -> increase_path_length -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> increase_wavelength -> decrease_wavelength -> decrease_path_length -> increase_path_length -> decrease_path_length -> increase_path_length -> decrease_path_length -> increase_path_length -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_path_length -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> increase_path_length -> decrease_wavelength -> increase_wavelength -> decrease_concentration -> increase_concentration -> increase_wavelength -> finish
human__k1-pzgsjqi7_sim1.pkl,human,human,human,human,human,human,87,-1.280568766164159,increase_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> increase_concentration -> increase_wavelength -> increase_concentration -> decrease_concentration -> decrease_concentration -> increase_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> decrease_concentration -> decrease_concentration -> decrease_concentration -> increase_path_length -> decrease_path_length -> increase_path_length -> decrease_path_length -> increase_path_length -> decrease_path_length -> increase_path_length -> decrease_path_length -> increase_concentration -> decrease_concentration -> increase_concentration -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_path_length -> increase_path_length -> decrease_path_length -> decrease_path_length -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> increase_wavelength -> decrease_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> decrease_wavelength -> decrease_wavelength -> decrease_path_length -> decrease_path_length -> increase_path_length -> increase_path_length -> increase_path_length -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> decrease_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> increase_path_length -> decrease_path_length -> increase_path_length -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> increase_wavelength -> decrease_wavelength -> decrease_wavelength -> increase_wavelength -> increase_wavelength -> decrease_wavelength -> finish
human__k1-qdfhyyzw_sim1.pkl,human,human,human,human,human,human,69,-1.2129573402634746,increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> increase_path_length -> decrease_path_length -> increase_path_length -> decrease_path_length -> increase_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> increase_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> increase_path_length -> decrease_path_length -> increase_path_length -> decrease_path_length -> increase_path_length -> increase_path_length -> increase_path_length -> increase_path_length -> decrease_path_length -> increase_path_length -> decrease_path_length -> increase_path_length -> decrease_path_length -> increase_path_length -> increase_path_length -> decrease_path_length -> increase_path_length -> decrease_path_length -> increase_path_length -> decrease_path_length -> decrease_path_length -> decrease_path_length -> increase_path_length -> decrease_path_length -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_concentration -> increase_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> increase_concentration -> decrease_wavelength -> decrease_wavelength -> decrease_wavelength -> increase_wavelength -> increase_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> decrease_wavelength -> finish
human__k1-qf3zo9v9_sim1.pkl,human,human,human,human,human,human,33,-1.2987671140302464,increase_concentration -> increase_concentration -> increase_concentration -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> increase_wavelength -> increase_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_concentration -> increase_concentration -> increase_concentration -> increase_concentration -> increase_concentration -> increase_concentration -> increase_concentration -> increase_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> increase_concentration -> increase_concentration -> increase_path_length -> increase_wavelength -> increase_wavelength -> increase_path_length -> increase_path_length -> increase_path_length -> increase_path_length -> finish
human__k1-rjmvg8zc_sim1.pkl,human,human,human,human,human,human,50,-1.4568013614542468,increase_wavelength -> increase_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_concentration -> increase_concentration -> decrease_concentration -> increase_wavelength -> decrease_wavelength -> increase_concentration -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> increase_concentration -> decrease_concentration -> increase_concentration -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> decrease_wavelength -> decrease_wavelength -> increase_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> decrease_concentration -> increase_concentration -> decrease_concentration -> decrease_path_length -> increase_path_length -> decrease_path_length -> increase_path_length -> increase_path_length -> increase_wavelength -> increase_path_length -> finish
