episode_path,run_name,modality,formula,setup,model,has_parse_error,failed_step,parse_error_message,finish_reached,forced_finish,final_equation
wandb_downloads_text_image_chart_only_action_text/scientific-exploration-increase-text-image-chart-only-action-text/artifacts/episode-chart_only_resistors_abbrev_model_qwen25_vl_3b-01_latest,chart_only_resistors_abbrev_model_qwen25_vl_3b,Text+image,resistors,abbrev,model_qwen25_vl_3b,False,,,True,False,Rt = k * R1 + m * R2
wandb_downloads_text_image_chart_only_action_text/scientific-exploration-increase-text-image-chart-only-action-text/artifacts/episode-chart_only_mass_concrete_model_qwen25_vl_7b-01_latest,chart_only_mass_concrete_model_qwen25_vl_7b,Text+image,mass,concrete,model_qwen25_vl_7b,False,,,True,False,mass = density * volume
wandb_downloads_text_image_chart_only_action_text/scientific-exploration-increase-text-image-chart-only-action-text/artifacts/episode-chart_only_kinematics_abstract_model_qwen25_vl_7b-04_latest,chart_only_kinematics_abstract_model_qwen25_vl_7b,Text+image,kinematics,abstract,model_qwen25_vl_7b,False,,,True,False,Y = A + B
wandb_downloads_text_image_chart_only_action_text/scientific-exploration-increase-text-image-chart-only-action-text/artifacts/episode-chart_only_mass_abbrev_model_qwen25_vl_3b-07_latest,chart_only_mass_abbrev_model_qwen25_vl_3b,Text+image,mass,abbrev,model_qwen25_vl_3b,False,,,True,False,m = k * (rho * V)
wandb_downloads_text_image_chart_only_action_text/scientific-exploration-increase-text-image-chart-only-action-text/artifacts/episode-chart_only_kinematics_abstract_model_qwen25_vl_7b-01_latest,chart_only_kinematics_abstract_model_qwen25_vl_7b,Text+image,kinematics,abstract,model_qwen25_vl_7b,False,,,True,False,Y = A + B
wandb_downloads_text_image_chart_only_action_text/scientific-exploration-increase-text-image-chart-only-action-text/artifacts/episode-chart_only_distance_abbrev_model_qwen25_vl_7b-07_latest,chart_only_distance_abbrev_model_qwen25_vl_7b,Text+image,distance,abbrev,model_qwen25_vl_7b,False,,,True,False,d = d1 + d2 + d3
wandb_downloads_text_image_chart_only_action_text/scientific-exploration-increase-text-image-chart-only-action-text/artifacts/episode-chart_only_kinematics_abbrev_model_qwen25_vl_3b-04_latest,chart_only_kinematics_abbrev_model_qwen25_vl_3b,Text+image,kinematics,abbrev,model_qwen25_vl_3b,False,,,True,False,x = constant
wandb_downloads_text_image_chart_only_action_text/scientific-exploration-increase-text-image-chart-only-action-text/artifacts/episode-chart_only_kinematics_concrete_model_qwen25_vl_7b-07_latest,chart_only_kinematics_concrete_model_qwen25_vl_7b,Text+image,kinematics,concrete,model_qwen25_vl_7b,False,,,True,False,position = velocity * time + initial_position
wandb_downloads_text_image_chart_only_action_text/scientific-exploration-increase-text-image-chart-only-action-text/artifacts/episode-chart_only_mass_abstract_model_qwen25_vl_7b-03_latest,chart_only_mass_abstract_model_qwen25_vl_7b,Text+image,mass,abstract,model_qwen25_vl_7b,False,,,True,False,Y = -A + B
wandb_downloads_text_image_chart_only_action_text/scientific-exploration-increase-text-image-chart-only-action-text/artifacts/episode-chart_only_kinematics_abstract_model_qwen25_vl_3b-08_latest,chart_only_kinematics_abstract_model_qwen25_vl_3b,Text+image,kinematics,abstract,model_qwen25_vl_3b,False,,,True,False,Y = C
wandb_downloads_text_image_chart_only_action_text/scientific-exploration-increase-text-image-chart-only-action-text/artifacts/episode-chart_only_ohm_concrete_model_qwen25_vl_7b-08_latest,chart_only_ohm_concrete_model_qwen25_vl_7b,Text+image,ohm,concrete,model_qwen25_vl_7b,False,,,True,False,voltage = k * current
wandb_downloads_text_image_chart_only_action_text/scientific-exploration-increase-text-image-chart-only-action-text/artifacts/episode-chart_only_mass_abstract_model_qwen25_vl_7b-02_latest,chart_only_mass_abstract_model_qwen25_vl_7b,Text+image,mass,abstract,model_qwen25_vl_7b,False,,,True,False,Y = A + B
wandb_downloads_text_image_chart_only_action_text/scientific-exploration-increase-text-image-chart-only-action-text/artifacts/episode-chart_only_ohm_abstract_model_qwen25_vl_3b-08_latest,chart_only_ohm_abstract_model_qwen25_vl_3b,Text+image,ohm,abstract,model_qwen25_vl_3b,False,,,True,False,Y = A + B
wandb_downloads_text_image_chart_only_action_text/scientific-exploration-increase-text-image-chart-only-action-text/artifacts/episode-chart_only_distance_abbrev_model_qwen25_vl_7b-08_latest,chart_only_distance_abbrev_model_qwen25_vl_7b,Text+image,distance,abbrev,model_qwen25_vl_7b,False,,,True,False,d = d1 + d2 + d3
wandb_downloads_text_image_chart_only_action_text/scientific-exploration-increase-text-image-chart-only-action-text/artifacts/episode-chart_only_ohm_concrete_model_qwen25_vl_7b-04_latest,chart_only_ohm_concrete_model_qwen25_vl_7b,Text+image,ohm,concrete,model_qwen25_vl_7b,False,,,True,False,voltage = k * current + b
wandb_downloads_text_image_chart_only_action_text/scientific-exploration-increase-text-image-chart-only-action-text/artifacts/episode-chart_only_resistors_concrete_model_qwen25_vl_7b-07_latest,chart_only_resistors_concrete_model_qwen25_vl_7b,Text+image,resistors,concrete,model_qwen25_vl_7b,False,,,True,False,total_resistance = resistance_1 + resistance_2
wandb_downloads_text_image_chart_only_action_text/scientific-exploration-increase-text-image-chart-only-action-text/artifacts/episode-chart_only_kinematics_abstract_model_qwen25_vl_7b-05_latest,chart_only_kinematics_abstract_model_qwen25_vl_7b,Text+image,kinematics,abstract,model_qwen25_vl_7b,False,,,True,False,Y = A
wandb_downloads_text_image_chart_only_action_text/scientific-exploration-increase-text-image-chart-only-action-text/artifacts/episode-chart_only_resistors_concrete_model_qwen25_vl_3b-02_latest,chart_only_resistors_concrete_model_qwen25_vl_3b,Text+image,resistors,concrete,model_qwen25_vl_3b,False,,,True,False,total_resistance = resistance_1 + resistance_2
wandb_downloads_text_image_chart_only_action_text/scientific-exploration-increase-text-image-chart-only-action-text/artifacts/episode-chart_only_resistors_abbrev_model_qwen25_vl_7b-03_latest,chart_only_resistors_abbrev_model_qwen25_vl_7b,Text+image,resistors,abbrev,model_qwen25_vl_7b,False,,,True,False,Rt ~ R1 * R2
wandb_downloads_text_image_chart_only_action_text/scientific-exploration-increase-text-image-chart-only-action-text/artifacts/episode-chart_only_beers_abstract_model_qwen25_vl_7b-01_latest,chart_only_beers_abstract_model_qwen25_vl_7b,Text+image,beers,abstract,model_qwen25_vl_7b,False,,,True,False,Y = A
wandb_downloads_text_image_chart_only_action_text/scientific-exploration-increase-text-image-chart-only-action-text/artifacts/episode-chart_only_beers_concrete_model_qwen25_vl_3b-09_latest,chart_only_beers_concrete_model_qwen25_vl_3b,Text+image,beers,concrete,model_qwen25_vl_3b,True,11,[schema] 'action.variable' is required when action is provided,False,False,
wandb_downloads_text_image_chart_only_action_text/scientific-exploration-increase-text-image-chart-only-action-text/artifacts/episode-chart_only_mass_abbrev_model_qwen25_vl_7b-01_latest,chart_only_mass_abbrev_model_qwen25_vl_7b,Text+image,mass,abbrev,model_qwen25_vl_7b,False,,,True,False,m = f(rho)
wandb_downloads_text_image_chart_only_action_text/scientific-exploration-increase-text-image-chart-only-action-text/artifacts/episode-chart_only_resistors_concrete_model_qwen25_vl_3b-03_latest,chart_only_resistors_concrete_model_qwen25_vl_3b,Text+image,resistors,concrete,model_qwen25_vl_3b,False,,,True,False,total_resistance = resistance_1 + resistance_2
wandb_downloads_text_image_chart_only_action_text/scientific-exploration-increase-text-image-chart-only-action-text/artifacts/episode-chart_only_ohm_concrete_model_qwen25_vl_7b-03_latest,chart_only_ohm_concrete_model_qwen25_vl_7b,Text+image,ohm,concrete,model_qwen25_vl_7b,False,,,True,False,voltage = current * resistance
wandb_downloads_text_image_chart_only_action_text/scientific-exploration-increase-text-image-chart-only-action-text/artifacts/episode-chart_only_mass_concrete_model_qwen25_vl_3b-05_latest,chart_only_mass_concrete_model_qwen25_vl_3b,Text+image,mass,concrete,model_qwen25_vl_3b,False,,,True,False,mass = density * volume
wandb_downloads_text_image_chart_only_action_text/scientific-exploration-increase-text-image-chart-only-action-text/artifacts/episode-chart_only_mass_abbrev_model_qwen25_vl_7b-09_latest,chart_only_mass_abbrev_model_qwen25_vl_7b,Text+image,mass,abbrev,model_qwen25_vl_7b,False,,,True,False,m = rho * V
wandb_downloads_text_image_chart_only_action_text/scientific-exploration-increase-text-image-chart-only-action-text/artifacts/episode-chart_only_distance_concrete_model_qwen25_vl_7b-09_latest,chart_only_distance_concrete_model_qwen25_vl_7b,Text+image,distance,concrete,model_qwen25_vl_7b,False,,,True,False,total_distance = distance_1 + distance_2 + distance_3
wandb_downloads_text_image_chart_only_action_text/scientific-exploration-increase-text-image-chart-only-action-text/artifacts/episode-chart_only_mass_abbrev_model_qwen25_vl_3b-00_latest,chart_only_mass_abbrev_model_qwen25_vl_3b,Text+image,mass,abbrev,model_qwen25_vl_3b,False,,,True,False,m = 1 / (rho * V)
wandb_downloads_text_image_chart_only_action_text/scientific-exploration-increase-text-image-chart-only-action-text/artifacts/episode-chart_only_mass_abstract_model_qwen25_vl_7b-04_latest,chart_only_mass_abstract_model_qwen25_vl_7b,Text+image,mass,abstract,model_qwen25_vl_7b,False,,,True,False,Y = A + B
wandb_downloads_text_image_chart_only_action_text/scientific-exploration-increase-text-image-chart-only-action-text/artifacts/episode-chart_only_beers_concrete_model_qwen25_vl_3b-07_latest,chart_only_beers_concrete_model_qwen25_vl_3b,Text+image,beers,concrete,model_qwen25_vl_3b,False,,,True,False,absorbance = molar_absorptivity * concentration * path_length
wandb_downloads_text_image_chart_only_action_text/scientific-exploration-increase-text-image-chart-only-action-text/artifacts/episode-chart_only_mass_abbrev_model_qwen25_vl_3b-01_latest,chart_only_mass_abbrev_model_qwen25_vl_3b,Text+image,mass,abbrev,model_qwen25_vl_3b,False,,,True,False,m = 2 * rho + V
wandb_downloads_text_image_chart_only_action_text/scientific-exploration-increase-text-image-chart-only-action-text/artifacts/episode-chart_only_kinematics_abbrev_model_qwen25_vl_3b-01_latest,chart_only_kinematics_abbrev_model_qwen25_vl_3b,Text+image,kinematics,abbrev,model_qwen25_vl_3b,False,,,True,False,x = x0 + v * t
wandb_downloads_text_image_chart_only_action_text/scientific-exploration-increase-text-image-chart-only-action-text/artifacts/episode-chart_only_ohm_concrete_model_qwen25_vl_7b-07_latest,chart_only_ohm_concrete_model_qwen25_vl_7b,Text+image,ohm,concrete,model_qwen25_vl_7b,False,,,True,False,voltage = current * resistance
wandb_downloads_text_image_chart_only_action_text/scientific-exploration-increase-text-image-chart-only-action-text/artifacts/episode-chart_only_kinematics_abstract_model_qwen25_vl_7b-07_latest,chart_only_kinematics_abstract_model_qwen25_vl_7b,Text+image,kinematics,abstract,model_qwen25_vl_7b,False,,,True,False,Y = A * B
wandb_downloads_text_image_chart_only_action_text/scientific-exploration-increase-text-image-chart-only-action-text/artifacts/episode-chart_only_distance_abstract_model_qwen25_vl_3b-07_latest,chart_only_distance_abstract_model_qwen25_vl_3b,Text+image,distance,abstract,model_qwen25_vl_3b,False,,,True,False,Y = A + B
wandb_downloads_text_image_chart_only_action_text/scientific-exploration-increase-text-image-chart-only-action-text/artifacts/episode-chart_only_beers_abstract_model_qwen25_vl_3b-07_latest,chart_only_beers_abstract_model_qwen25_vl_3b,Text+image,beers,abstract,model_qwen25_vl_3b,False,,,True,False,Y = 1 / B
wandb_downloads_text_image_chart_only_action_text/scientific-exploration-increase-text-image-chart-only-action-text/artifacts/episode-chart_only_ohm_concrete_model_qwen25_vl_7b-01_latest,chart_only_ohm_concrete_model_qwen25_vl_7b,Text+image,ohm,concrete,model_qwen25_vl_7b,False,,,True,False,voltage = 1/current * resistance
wandb_downloads_text_image_chart_only_action_text/scientific-exploration-increase-text-image-chart-only-action-text/artifacts/episode-chart_only_mass_concrete_model_qwen25_vl_3b-08_latest,chart_only_mass_concrete_model_qwen25_vl_3b,Text+image,mass,concrete,model_qwen25_vl_3b,False,,,True,False,mass = density × volume
wandb_downloads_text_image_chart_only_action_text/scientific-exploration-increase-text-image-chart-only-action-text/artifacts/episode-chart_only_resistors_concrete_model_qwen25_vl_7b-00_latest,chart_only_resistors_concrete_model_qwen25_vl_7b,Text+image,resistors,concrete,model_qwen25_vl_7b,False,,,True,False,total_resistance = resistance_1 + resistance_2
wandb_downloads_text_image_chart_only_action_text/scientific-exploration-increase-text-image-chart-only-action-text/artifacts/episode-chart_only_mass_abbrev_model_qwen25_vl_7b-08_latest,chart_only_mass_abbrev_model_qwen25_vl_7b,Text+image,mass,abbrev,model_qwen25_vl_7b,False,,,True,False,m = k * V
wandb_downloads_text_image_chart_only_action_text/scientific-exploration-increase-text-image-chart-only-action-text/artifacts/episode-chart_only_ohm_concrete_model_qwen25_vl_7b-05_latest,chart_only_ohm_concrete_model_qwen25_vl_7b,Text+image,ohm,concrete,model_qwen25_vl_7b,False,,,True,False,voltage = current * resistance
wandb_downloads_text_image_chart_only_action_text/scientific-exploration-increase-text-image-chart-only-action-text/artifacts/episode-chart_only_kinematics_abbrev_model_qwen25_vl_7b-03_latest,chart_only_kinematics_abbrev_model_qwen25_vl_7b,Text+image,kinematics,abbrev,model_qwen25_vl_7b,False,,,True,False,t = x / x0 * v
wandb_downloads_text_image_chart_only_action_text/scientific-exploration-increase-text-image-chart-only-action-text/artifacts/episode-chart_only_ohm_concrete_model_qwen25_vl_3b-08_latest,chart_only_ohm_concrete_model_qwen25_vl_3b,Text+image,ohm,concrete,model_qwen25_vl_3b,False,,,True,False,voltage = current * resistance
wandb_downloads_text_image_chart_only_action_text/scientific-exploration-increase-text-image-chart-only-action-text/artifacts/episode-chart_only_distance_concrete_model_qwen25_vl_7b-00_latest,chart_only_distance_concrete_model_qwen25_vl_7b,Text+image,distance,concrete,model_qwen25_vl_7b,False,,,True,False,total_distance = distance_1 + distance_2 + distance_3
wandb_downloads_text_image_chart_only_action_text/scientific-exploration-increase-text-image-chart-only-action-text/artifacts/episode-chart_only_ohm_abbrev_model_qwen25_vl_3b-03_latest,chart_only_ohm_abbrev_model_qwen25_vl_3b,Text+image,ohm,abbrev,model_qwen25_vl_3b,False,,,True,False,V = -R / I
wandb_downloads_text_image_chart_only_action_text/scientific-exploration-increase-text-image-chart-only-action-text/artifacts/episode-chart_only_mass_abstract_model_qwen25_vl_3b-05_latest,chart_only_mass_abstract_model_qwen25_vl_3b,Text+image,mass,abstract,model_qwen25_vl_3b,False,,,True,False,Y = A + B
wandb_downloads_text_image_chart_only_action_text/scientific-exploration-increase-text-image-chart-only-action-text/artifacts/episode-chart_only_ohm_abstract_model_qwen25_vl_3b-05_latest,chart_only_ohm_abstract_model_qwen25_vl_3b,Text+image,ohm,abstract,model_qwen25_vl_3b,False,,,True,False,Y = A + B
wandb_downloads_text_image_chart_only_action_text/scientific-exploration-increase-text-image-chart-only-action-text/artifacts/episode-chart_only_mass_abstract_model_qwen25_vl_3b-08_latest,chart_only_mass_abstract_model_qwen25_vl_3b,Text+image,mass,abstract,model_qwen25_vl_3b,False,,,True,False,Y = kA + mB - nA^2
wandb_downloads_text_image_chart_only_action_text/scientific-exploration-increase-text-image-chart-only-action-text/artifacts/episode-chart_only_distance_abbrev_model_qwen25_vl_7b-09_latest,chart_only_distance_abbrev_model_qwen25_vl_7b,Text+image,distance,abbrev,model_qwen25_vl_7b,False,,,True,False,d = d1 + d2 + d3
wandb_downloads_text_image_chart_only_action_text/scientific-exploration-increase-text-image-chart-only-action-text/artifacts/episode-chart_only_ohm_concrete_model_qwen25_vl_7b-00_latest,chart_only_ohm_concrete_model_qwen25_vl_7b,Text+image,ohm,concrete,model_qwen25_vl_7b,False,,,True,False,voltage = current * resistance
wandb_downloads_text_image_chart_only_action_text/scientific-exploration-increase-text-image-chart-only-action-text/artifacts/episode-chart_only_distance_abbrev_model_qwen25_vl_7b-04_latest,chart_only_distance_abbrev_model_qwen25_vl_7b,Text+image,distance,abbrev,model_qwen25_vl_7b,False,,,True,False,d = d1 + d2 + d3
wandb_downloads_text_image_chart_only_action_text/scientific-exploration-increase-text-image-chart-only-action-text/artifacts/episode-chart_only_resistors_concrete_model_qwen25_vl_3b-06_latest,chart_only_resistors_concrete_model_qwen25_vl_3b,Text+image,resistors,concrete,model_qwen25_vl_3b,False,,,True,False,total_resistance = resistance_1 + resistance_2
wandb_downloads_text_image_chart_only_action_text/scientific-exploration-increase-text-image-chart-only-action-text/artifacts/episode-chart_only_distance_abbrev_model_qwen25_vl_3b-01_latest,chart_only_distance_abbrev_model_qwen25_vl_3b,Text+image,distance,abbrev,model_qwen25_vl_3b,False,,,True,False,d = d1 + d2
wandb_downloads_text_image_chart_only_action_text/scientific-exploration-increase-text-image-chart-only-action-text/artifacts/episode-chart_only_beers_abstract_model_qwen25_vl_3b-00_latest,chart_only_beers_abstract_model_qwen25_vl_3b,Text+image,beers,abstract,model_qwen25_vl_3b,False,,,True,False,Y = -k * (A + B)
wandb_downloads_text_image_chart_only_action_text/scientific-exploration-increase-text-image-chart-only-action-text/artifacts/episode-chart_only_mass_concrete_model_qwen25_vl_3b-00_latest,chart_only_mass_concrete_model_qwen25_vl_3b,Text+image,mass,concrete,model_qwen25_vl_3b,False,,,True,False,mass = density * volume
wandb_downloads_text_image_chart_only_action_text/scientific-exploration-increase-text-image-chart-only-action-text/artifacts/episode-chart_only_kinematics_abstract_model_qwen25_vl_3b-07_latest,chart_only_kinematics_abstract_model_qwen25_vl_3b,Text+image,kinematics,abstract,model_qwen25_vl_3b,False,,,True,False,Y = -A + B
wandb_downloads_text_image_chart_only_action_text/scientific-exploration-increase-text-image-chart-only-action-text/artifacts/episode-chart_only_kinematics_abbrev_model_qwen25_vl_7b-06_latest,chart_only_kinematics_abbrev_model_qwen25_vl_7b,Text+image,kinematics,abbrev,model_qwen25_vl_7b,False,,,True,False,x = v
wandb_downloads_text_image_chart_only_action_text/scientific-exploration-increase-text-image-chart-only-action-text/artifacts/episode-chart_only_ohm_concrete_model_qwen25_vl_3b-06_latest,chart_only_ohm_concrete_model_qwen25_vl_3b,Text+image,ohm,concrete,model_qwen25_vl_3b,False,,,True,False,voltage = -current * resistance
wandb_downloads_text_image_chart_only_action_text/scientific-exploration-increase-text-image-chart-only-action-text/artifacts/episode-chart_only_ohm_abstract_model_qwen25_vl_3b-04_latest,chart_only_ohm_abstract_model_qwen25_vl_3b,Text+image,ohm,abstract,model_qwen25_vl_3b,True,0,"[json_decode] model output is not valid JSON (error: Expecting ',' delimiter at pos 159): '{\\n  ""reasoning"": ""Observing the bar chart, the orange bar appears significantly taller than the blue bars, ",False,False,
wandb_downloads_text_image_chart_only_action_text/scientific-exploration-increase-text-image-chart-only-action-text/artifacts/episode-chart_only_mass_abbrev_model_qwen25_vl_3b-06_latest,chart_only_mass_abbrev_model_qwen25_vl_3b,Text+image,mass,abbrev,model_qwen25_vl_3b,False,,,True,False,m = k * V
wandb_downloads_text_image_chart_only_action_text/scientific-exploration-increase-text-image-chart-only-action-text/artifacts/episode-chart_only_resistors_abbrev_model_qwen25_vl_3b-07_latest,chart_only_resistors_abbrev_model_qwen25_vl_3b,Text+image,resistors,abbrev,model_qwen25_vl_3b,False,,,True,False,Rt = R2
wandb_downloads_text_image_chart_only_action_text/scientific-exploration-increase-text-image-chart-only-action-text/artifacts/episode-chart_only_beers_abbrev_model_qwen25_vl_7b-07_latest,chart_only_beers_abbrev_model_qwen25_vl_7b,Text+image,beers,abbrev,model_qwen25_vl_7b,False,,,True,False,A = c * l
wandb_downloads_text_image_chart_only_action_text/scientific-exploration-increase-text-image-chart-only-action-text/artifacts/episode-chart_only_ohm_abstract_model_qwen25_vl_3b-01_latest,chart_only_ohm_abstract_model_qwen25_vl_3b,Text+image,ohm,abstract,model_qwen25_vl_3b,False,,,True,False,Y = k * (A + B)
wandb_downloads_text_image_chart_only_action_text/scientific-exploration-increase-text-image-chart-only-action-text/artifacts/episode-chart_only_resistors_concrete_model_qwen25_vl_7b-04_latest,chart_only_resistors_concrete_model_qwen25_vl_7b,Text+image,resistors,concrete,model_qwen25_vl_7b,False,,,True,False,total_resistance = resistance_1 + resistance_2
wandb_downloads_text_image_chart_only_action_text/scientific-exploration-increase-text-image-chart-only-action-text/artifacts/episode-chart_only_distance_concrete_model_qwen25_vl_7b-08_latest,chart_only_distance_concrete_model_qwen25_vl_7b,Text+image,distance,concrete,model_qwen25_vl_7b,False,,,True,False,total_distance = distance_1 + distance_2 + distance_3
wandb_downloads_text_image_chart_only_action_text/scientific-exploration-increase-text-image-chart-only-action-text/artifacts/episode-chart_only_kinematics_abbrev_model_qwen25_vl_3b-07_latest,chart_only_kinematics_abbrev_model_qwen25_vl_3b,Text+image,kinematics,abbrev,model_qwen25_vl_3b,False,,,True,False,x = (v / t) * x0
wandb_downloads_text_image_chart_only_action_text/scientific-exploration-increase-text-image-chart-only-action-text/artifacts/episode-chart_only_distance_concrete_model_qwen25_vl_7b-06_latest,chart_only_distance_concrete_model_qwen25_vl_7b,Text+image,distance,concrete,model_qwen25_vl_7b,False,,,True,False,total_distance = distance_1 + distance_2 + distance_3
wandb_downloads_text_image_chart_only_action_text/scientific-exploration-increase-text-image-chart-only-action-text/artifacts/episode-chart_only_mass_concrete_model_qwen25_vl_7b-09_latest,chart_only_mass_concrete_model_qwen25_vl_7b,Text+image,mass,concrete,model_qwen25_vl_7b,False,,,True,False,mass = volume * density
wandb_downloads_text_image_chart_only_action_text/scientific-exploration-increase-text-image-chart-only-action-text/artifacts/episode-chart_only_beers_abbrev_model_qwen25_vl_7b-03_latest,chart_only_beers_abbrev_model_qwen25_vl_7b,Text+image,beers,abbrev,model_qwen25_vl_7b,False,,,True,False,A = 1/epsilon
wandb_downloads_text_image_chart_only_action_text/scientific-exploration-increase-text-image-chart-only-action-text/artifacts/episode-chart_only_beers_abbrev_model_qwen25_vl_3b-00_latest,chart_only_beers_abbrev_model_qwen25_vl_3b,Text+image,beers,abbrev,model_qwen25_vl_3b,False,,,True,False,A = 0
wandb_downloads_text_image_chart_only_action_text/scientific-exploration-increase-text-image-chart-only-action-text/artifacts/episode-chart_only_kinematics_concrete_model_qwen25_vl_7b-05_latest,chart_only_kinematics_concrete_model_qwen25_vl_7b,Text+image,kinematics,concrete,model_qwen25_vl_7b,False,,,True,False,position = initial_position + velocity * time
wandb_downloads_text_image_chart_only_action_text/scientific-exploration-increase-text-image-chart-only-action-text/artifacts/episode-chart_only_kinematics_abstract_model_qwen25_vl_3b-05_latest,chart_only_kinematics_abstract_model_qwen25_vl_3b,Text+image,kinematics,abstract,model_qwen25_vl_3b,False,,,True,False,A = B + C
wandb_downloads_text_image_chart_only_action_text/scientific-exploration-increase-text-image-chart-only-action-text/artifacts/episode-chart_only_distance_abbrev_model_qwen25_vl_7b-03_latest,chart_only_distance_abbrev_model_qwen25_vl_7b,Text+image,distance,abbrev,model_qwen25_vl_7b,False,,,True,False,d = d1 + d2 + d3
wandb_downloads_text_image_chart_only_action_text/scientific-exploration-increase-text-image-chart-only-action-text/artifacts/episode-chart_only_mass_abstract_model_qwen25_vl_3b-06_latest,chart_only_mass_abstract_model_qwen25_vl_3b,Text+image,mass,abstract,model_qwen25_vl_3b,False,,,True,False,Y = kA^2 - kB^2
wandb_downloads_text_image_chart_only_action_text/scientific-exploration-increase-text-image-chart-only-action-text/artifacts/episode-chart_only_distance_concrete_model_qwen25_vl_7b-01_latest,chart_only_distance_concrete_model_qwen25_vl_7b,Text+image,distance,concrete,model_qwen25_vl_7b,False,,,True,False,total_distance = distance_1 + distance_2 + distance_3
wandb_downloads_text_image_chart_only_action_text/scientific-exploration-increase-text-image-chart-only-action-text/artifacts/episode-chart_only_distance_concrete_model_qwen25_vl_3b-00_latest,chart_only_distance_concrete_model_qwen25_vl_3b,Text+image,distance,concrete,model_qwen25_vl_3b,False,,,True,False,total_distance = distance_3
wandb_downloads_text_image_chart_only_action_text/scientific-exploration-increase-text-image-chart-only-action-text/artifacts/episode-chart_only_distance_concrete_model_qwen25_vl_3b-04_latest,chart_only_distance_concrete_model_qwen25_vl_3b,Text+image,distance,concrete,model_qwen25_vl_3b,False,,,True,False,distance_3 + distance_2
wandb_downloads_text_image_chart_only_action_text/scientific-exploration-increase-text-image-chart-only-action-text/artifacts/episode-chart_only_mass_concrete_model_qwen25_vl_3b-07_latest,chart_only_mass_concrete_model_qwen25_vl_3b,Text+image,mass,concrete,model_qwen25_vl_3b,False,,,True,False,mass = density * volume
wandb_downloads_text_image_chart_only_action_text/scientific-exploration-increase-text-image-chart-only-action-text/artifacts/episode-chart_only_resistors_abbrev_model_qwen25_vl_7b-09_latest,chart_only_resistors_abbrev_model_qwen25_vl_7b,Text+image,resistors,abbrev,model_qwen25_vl_7b,False,,,True,False,Rt ≠ R1 + R2
wandb_downloads_text_image_chart_only_action_text/scientific-exploration-increase-text-image-chart-only-action-text/artifacts/episode-chart_only_kinematics_abstract_model_qwen25_vl_3b-09_latest,chart_only_kinematics_abstract_model_qwen25_vl_3b,Text+image,kinematics,abstract,model_qwen25_vl_3b,False,,,True,False,null
wandb_downloads_text_image_chart_only_action_text/scientific-exploration-increase-text-image-chart-only-action-text/artifacts/episode-chart_only_kinematics_abbrev_model_qwen25_vl_7b-01_latest,chart_only_kinematics_abbrev_model_qwen25_vl_7b,Text+image,kinematics,abbrev,model_qwen25_vl_7b,False,,,True,False,x = x0 + v + t
wandb_downloads_text_image_chart_only_action_text/scientific-exploration-increase-text-image-chart-only-action-text/artifacts/episode-chart_only_kinematics_abstract_model_qwen25_vl_3b-02_latest,chart_only_kinematics_abstract_model_qwen25_vl_3b,Text+image,kinematics,abstract,model_qwen25_vl_3b,False,,,True,False,Y = A * B + C
wandb_downloads_text_image_chart_only_action_text/scientific-exploration-increase-text-image-chart-only-action-text/artifacts/episode-chart_only_mass_abbrev_model_qwen25_vl_7b-00_latest,chart_only_mass_abbrev_model_qwen25_vl_7b,Text+image,mass,abbrev,model_qwen25_vl_7b,False,,,True,False,m ∝ ρ
wandb_downloads_text_image_chart_only_action_text/scientific-exploration-increase-text-image-chart-only-action-text/artifacts/episode-chart_only_kinematics_concrete_model_qwen25_vl_3b-08_latest,chart_only_kinematics_concrete_model_qwen25_vl_3b,Text+image,kinematics,concrete,model_qwen25_vl_3b,False,,,True,False,initial_position + velocity * time
wandb_downloads_text_image_chart_only_action_text/scientific-exploration-increase-text-image-chart-only-action-text/artifacts/episode-chart_only_kinematics_concrete_model_qwen25_vl_7b-01_latest,chart_only_kinematics_concrete_model_qwen25_vl_7b,Text+image,kinematics,concrete,model_qwen25_vl_7b,False,,,True,False,position = velocity * time + initial_position
wandb_downloads_text_image_chart_only_action_text/scientific-exploration-increase-text-image-chart-only-action-text/artifacts/episode-chart_only_beers_abbrev_model_qwen25_vl_3b-08_latest,chart_only_beers_abbrev_model_qwen25_vl_3b,Text+image,beers,abbrev,model_qwen25_vl_3b,False,,,True,False,A = c + l
wandb_downloads_text_image_chart_only_action_text/scientific-exploration-increase-text-image-chart-only-action-text/artifacts/episode-chart_only_mass_concrete_model_qwen25_vl_3b-09_latest,chart_only_mass_concrete_model_qwen25_vl_3b,Text+image,mass,concrete,model_qwen25_vl_3b,False,,,True,False,mass = density * volume
wandb_downloads_text_image_chart_only_action_text/scientific-exploration-increase-text-image-chart-only-action-text/artifacts/episode-chart_only_kinematics_abstract_model_qwen25_vl_7b-00_latest,chart_only_kinematics_abstract_model_qwen25_vl_7b,Text+image,kinematics,abstract,model_qwen25_vl_7b,False,,,True,False,Y = A
wandb_downloads_text_image_chart_only_action_text/scientific-exploration-increase-text-image-chart-only-action-text/artifacts/episode-chart_only_beers_concrete_model_qwen25_vl_3b-08_latest,chart_only_beers_concrete_model_qwen25_vl_3b,Text+image,beers,concrete,model_qwen25_vl_3b,False,,,True,False,absorbance = molar_absorptivity * concentration * path_length
